No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物,研究タイプ,対象物_根拠,研究タイプ_根拠
1128,日本醸造協会誌/89巻/4号/89_306.pdf,1994,89,4,306,306,お答えします,広瀬 義成,89_306.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_306/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_306/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_306.pdf,1,醤油; カラメル; 醸造協会誌; 報文; 検査法; エタノール; 硫酸アンモニウム; 二層分離; 今村薫; ピール,醤油; カラメル; ージ; 検査; エタノール; アンモニウム; 局方; 注加; 今村; aubry; ピール; 試験; 振り混ぜ; 買上げ; 苦しん; 苦しむ; 記載; 語調; 溶かす; 管口,ヤマサ; ラメ; 註解; 透明; 推挙; 色素; 原典; 字体; ペク; 採り; 直し; 激しく; 静か; 簡単; 余談; マト; 義成; 指摘; 示さ; 何処,醤油; カラメル; 醸造協会誌; 報文; 検査法; エタノール; 硫酸アンモニウム; 二層分離; 今村薫; ピール; ージ; 検査; アンモニウム; 局方; 注加; 今村; aubry; 試験; 振り混ぜ; 買上げ; 苦しん; 苦しむ; 記載; 語調; 溶かす; 管口; ヤマサ; ラメ; 註解; 透明; 推挙; 色素; 原典; 字体; ペク; 採り; 直し; 激しく; 静か; 簡単; 余談; マト; 義成; 指摘; 示さ; 何処,醤油; アルコール飲料,醸造工程・製造技術,醤油:醤油|醤油|醤油; アルコール飲料:エタノール|エタノール|エタノール,醸造工程・製造技術:醸造協会誌|醸造協会誌
1129,日本醸造協会誌/89巻/4号/89_311.pdf,1994,89,4,311,314,焼酎原料大麦および清酒原料米の水量限定浸漬法による原料処理,大森 俊郎; 下田 雅彦,89_311.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_311/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_311/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_311.pdf,4,焼酎; 清酒; 原料処理; 大麦; 米; 浸漬; 吸水; 水量限定浸漬法; 排水; 積算温度,大麦; 浸漬; 吸水; 水分; 水量; 限定; barley; stee; absorption; 積算; rw; method; water; 水切り; restricted; 加水; integrated; moisture; of; 処理,ドラム; relationship; temperature; 排水; the; ng; fi; axb; objective; and; 目標; フジワラテクノアート; custom; 下田; fig; between; added; equation; rate; 大森,焼酎; 清酒; 原料処理; 大麦; 米; 浸漬; 吸水; 水量限定浸漬法; 排水; 積算温度; 水分; 水量; 限定; barley; stee; absorption; 積算; rw; method; water; 水切り; restricted; 加水; integrated; moisture; of; 処理; ドラム; relationship; temperature; the; ng; fi; axb; objective; and; 目標; フジワラテクノアート; custom; 下田; fig; between; added; equation; rate; 大森,農産物・果実; 清酒; 焼酎,その他（研究タイプ）,農産物・果実:大麦|米|大麦|大麦|米; 清酒:清酒|清酒; 焼酎:焼酎|焼酎,
1130,日本醸造協会誌/89巻/4号/89_315.pdf,1994,89,4,315,320,Trichosporon M111株を用いた甘藷焼酎蒸留排液の固液分離,高峯 和則; 瀬戸口 真治; 間世田 春作; 浜崎 幸男; 武宮 重人; 小幡 孝之,89_315.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_315/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_315/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_315.pdf,6,蒸留粕; 固液分離; 酵母; m111株; 凝集; 培養; 濾過性; 脱水機; 保存; 処理条件,stillate; trichosporon; 培養; the; 濾過; 菌体; chosporon; strain; 分離; 凝集; of; tabl; 排液; 保存; cells; separation; 培地; 添加; centrifuged; filtration,cloth; filter; filtrate; kagoshima; 浜崎; tri; 酵母; at; 撹拌; dehydrator; cultivation; rpm; solid; was; temperature; effects; final; 改善; fermentor; liquid,蒸留粕; 固液分離; 酵母; m111株; 凝集; 培養; 濾過性; 脱水機; 保存; 処理条件; stillate; trichosporon; the; 濾過; 菌体; chosporon; strain; 分離; of; tabl; 排液; cells; separation; 培地; 添加; centrifuged; filtration; cloth; filter; filtrate; kagoshima; 浜崎; tri; at; 撹拌; dehydrator; cultivation; rpm; solid; was; temperature; effects; final; 改善; fermentor; liquid,酵母・微生物,保存・安定性; 醸造工程・製造技術,酵母・微生物:酵母|酵母|酵母,保存・安定性:保存|保存|保存; 醸造工程・製造技術:蒸留粕|蒸留粕
1131,日本醸造協会誌/89巻/4号/89_321.pdf,1994,89,4,321,323,酵母による甘藷製焼酎蒸留排液の処理,鈴木 修; 下飯 仁; 家藤 治幸; 飯村 穣; 小幡 孝之,89_321.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_321/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_321/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_321.pdf,3,焼酎; 蒸留粕; 排水処理; 酵母; 凝集剤; 固液分離; 濾液; bod; 浄化処理; 脱水機,処理; 酵母; bod; treatment; waste; distillery; bo; filtrate; 濾液; water; centrifugation; 脱水; discharged; digesting; the; 固形; faecitabidus; 排水; potato; treated,sweet; method; shochu; total; kjeldahl; supernatant; solid; 汚泥; rarobact; 分離; subjected; aeci; of; 蓼沼; somogyi; sugar; characteristics; scientific; with; dus,焼酎; 蒸留粕; 排水処理; 酵母; 凝集剤; 固液分離; 濾液; bod; 浄化処理; 脱水機; 処理; treatment; waste; distillery; bo; filtrate; water; centrifugation; 脱水; discharged; digesting; the; 固形; faecitabidus; 排水; potato; treated; sweet; method; shochu; total; kjeldahl; supernatant; solid; 汚泥; rarobact; 分離; subjected; aeci; of; 蓼沼; somogyi; sugar; characteristics; scientific; with; dus,酵母・微生物; 焼酎,醸造工程・製造技術,酵母・微生物:酵母|酵母|酵母; 焼酎:焼酎|焼酎,醸造工程・製造技術:蒸留粕|蒸留粕
1132,日本醸造協会誌/89巻/5号/89_329.pdf,1994,89,5,329,329,業務について思うこと,八森 豊,89_329.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_329/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_329/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_329.pdf,1,食品工業試験場; 食品企業; 技術支援; 加工食品; 食品製造業; 食品原料; 技術開発; 外国産米; 食文化; 公設試験研究機関,企業; 基盤; 加工; 係わる; 小生; 豊か; 食料; 享受; 意気; 縄文; 試験; 業務; 発展; 支援; 勤勉; 生活; 輝かしい; 手応え; 感じ; 実ら,受け止め; 現在; 久し; 覚える; 分野; 潤い; 種類; 整備; 拘わら; 生きる; 何物; 製造; 外国; 水準; 積み重ね; 大きく; 幸せ; 国産; 底辺; 思わ,食品工業試験場; 食品企業; 技術支援; 加工食品; 食品製造業; 食品原料; 技術開発; 外国産米; 食文化; 公設試験研究機関; 企業; 基盤; 加工; 係わる; 小生; 豊か; 食料; 享受; 意気; 縄文; 試験; 業務; 発展; 支援; 勤勉; 生活; 輝かしい; 手応え; 感じ; 実ら; 受け止め; 現在; 久し; 覚える; 分野; 潤い; 種類; 整備; 拘わら; 生きる; 何物; 製造; 外国; 水準; 積み重ね; 大きく; 幸せ; 国産; 底辺; 思わ,農産物・果実,応用利用・食品開発; 醸造工程・製造技術; 歴史・文化・経済,農産物・果実:外国産米|外国産米,応用利用・食品開発:食品工業試験場|食品企業|加工食品|食品製造業|食品原料|技術開発; 醸造工程・製造技術:食品製造業|製造|食品製造業|製造; 歴史・文化・経済:食文化|食文化
1133,日本醸造協会誌/89巻/5号/89_330.pdf,1994,89,5,330,340,焼酎の商品知識 (II),西谷 尚道,89_330.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_330/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_330/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_330.pdf,11,焼酎; 原料; 製造工程; 麹; 酵母; 蒸留; 単式蒸留機; 連続式蒸留機; 種類; 表示,表示; 風味; 古酒; 造ら; アルコール; 甲類; 使わ; 地域; 泡盛; 沖縄; 種類; 酵母; 飲み; 本格; 管内; 及び; 品質; 公正; 酒器; 諸島,丸味; 要因; 規約; 高千穂; アラン; 製品; 特徴; 宮崎; 球磨; クラウディ; 次ぎ; ビック; 不当; 甘藷; メリット; 産地; 香り; 多様; 黒糖; スチル,焼酎; 原料; 製造工程; 麹; 酵母; 蒸留; 単式蒸留機; 連続式蒸留機; 種類; 表示; 風味; 古酒; 造ら; アルコール; 甲類; 使わ; 地域; 泡盛; 沖縄; 飲み; 本格; 管内; 及び; 品質; 公正; 酒器; 諸島; 丸味; 要因; 規約; 高千穂; アラン; 製品; 特徴; 宮崎; 球磨; クラウディ; 次ぎ; ビック; 不当; 甘藷; メリット; 産地; 香り; 多様; 黒糖; スチル,焼酎; 酵母・微生物; 清酒; 農産物・果実; アルコール飲料,醸造工程・製造技術; 品質評価・官能評価,焼酎:焼酎|泡盛|焼酎|泡盛; 酵母・微生物:酵母|酵母|酵母; 清酒:麹|麹; 農産物・果実:甘藷|甘藷; アルコール飲料:アルコール|アルコール,醸造工程・製造技術:製造工程|麹|蒸留|単式蒸留機|連続式蒸留機|製造工程; 品質評価・官能評価:品質|品質
1134,日本醸造協会誌/89巻/5号/89_341.pdf,1994,89,5,341,348,窒素固定微生物と植物間のコミニュケーション,赤尾 勝一郎; 横山 正; 米山 忠克,89_341.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_341/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_341/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_341.pdf,8,窒素固定微生物; 植物; コミュニケーション; 根粒菌; マメ科植物; 共生; 非マメ科植物; 根粒; 放線菌; イネ,根粒; マメ科; nod; 植物; シアノバクテリア; 固定; 共生; 窒素; イネ; フラボノイド; od; 細胞; コミニュケーション; and; act; denarie; 形成; システム; 宿主; 根毛,勝一郎; plant; prome; truchet; roche; or; box; 侵入; 農業; 生物; maillet; nosarum; lerouge; 遺伝; 原基; molecular; 分裂; 染糸; リポオリゴサッカライド; ot,窒素固定微生物; 植物; コミュニケーション; 根粒菌; マメ科植物; 共生; 非マメ科植物; 根粒; 放線菌; イネ; マメ科; nod; シアノバクテリア; 固定; 窒素; フラボノイド; od; 細胞; コミニュケーション; and; act; denarie; 形成; システム; 宿主; 根毛; 勝一郎; plant; prome; truchet; roche; or; box; 侵入; 農業; 生物; maillet; nosarum; lerouge; 遺伝; 原基; molecular; 分裂; 染糸; リポオリゴサッカライド; ot,酵母・微生物,微生物・遺伝子関連,酵母・微生物:窒素固定微生物|シアノバクテリア|細胞|窒素固定微生物|シアノバクテリア|細胞,微生物・遺伝子関連:窒素固定微生物|窒素固定微生物
1135,日本醸造協会誌/89巻/5号/89_349.pdf,1994,89,5,349,354,甘藷焼酎蒸留粕の生物的処理方法の開発,小幡 孝之,89_349.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_349/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_349/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_349.pdf,6,甘藷焼酎蒸留粕; 処理; 微生物; 固液分離; 廃棄物; 海洋投棄; 農地還元; 飼料; 酵母; 活性汚泥,処理; 排液; 固形; 凝集; 酵母; ろ液; 脱水; 培養; 分離; ろ過; 菌体; cel; 濃度; 投棄; 添加; 排水; bo; 海洋; 汚泥; 本菌,ケーキ; 甘藷; 生物; システム; 水分; 蓼沼; 消化; 飼料; エネルギー; 条件; 治幸; 行う; bactefiol; コスト; 廃棄; 改善; 孝之; 俊一; 繊維; 農地,甘藷焼酎蒸留粕; 処理; 微生物; 固液分離; 廃棄物; 海洋投棄; 農地還元; 飼料; 酵母; 活性汚泥; 排液; 固形; 凝集; ろ液; 脱水; 培養; 分離; ろ過; 菌体; cel; 濃度; 投棄; 添加; 排水; bo; 海洋; 汚泥; 本菌; ケーキ; 甘藷; 生物; システム; 水分; 蓼沼; 消化; エネルギー; 条件; 治幸; 行う; bactefiol; コスト; 廃棄; 改善; 孝之; 俊一; 繊維; 農地,酵母・微生物; 農産物・果実; 焼酎,環境・サステナビリティ; 微生物・遺伝子関連; 醸造工程・製造技術,酵母・微生物:微生物|酵母|酵母|微生物|酵母; 農産物・果実:甘藷焼酎蒸留粕|甘藷|甘藷焼酎蒸留粕|甘藷; 焼酎:甘藷焼酎蒸留粕|甘藷焼酎蒸留粕,環境・サステナビリティ:廃棄物|廃棄|廃棄物|廃棄; 微生物・遺伝子関連:微生物|微生物; 醸造工程・製造技術:甘藷焼酎蒸留粕|甘藷焼酎蒸留粕
1136,日本醸造協会誌/89巻/5号/89_355.pdf,1994,89,5,355,363,微生物酵素による食品加工廃棄物の再利用,河原 秀久,89_355.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_355/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_355/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_355.pdf,9,食品加工廃棄物; 再利用; 微生物酵素; 不溶性脱脂大豆; オカラ; 分解; タンパク質; 還元糖; 可溶化; 酵素,オカラ; 酵素; 分解; タンパク; bcrd; 不溶; ph; agenase; 活性; カラ; 大豆; 基質; 可溶; 培養; 培地; コラーゲン; ゲン; 廃棄; スクリーニング; 菌株,反応; ラー; col; 最適; 豆粕; 生育; 利用; 上澄み; 明らか; 生産; vei; 遊離; 加工; 乾燥; 行っ; matsubara; アミノ; 還元; 示し; andl,食品加工廃棄物; 再利用; 微生物酵素; 不溶性脱脂大豆; オカラ; 分解; タンパク質; 還元糖; 可溶化; 酵素; タンパク; bcrd; 不溶; ph; agenase; 活性; カラ; 大豆; 基質; 可溶; 培養; 培地; コラーゲン; ゲン; 廃棄; スクリーニング; 菌株; 反応; ラー; col; 最適; 豆粕; 生育; 利用; 上澄み; 明らか; 生産; vei; 遊離; 加工; 乾燥; 行っ; matsubara; アミノ; 還元; 示し; andl,農産物・果実; 酵母・微生物,応用利用・食品開発; 環境・サステナビリティ; 微生物・遺伝子関連,農産物・果実:不溶性脱脂大豆|大豆|不溶性脱脂大豆|大豆; 酵母・微生物:微生物酵素|菌株|微生物酵素|菌株,応用利用・食品開発:食品加工廃棄物|再利用|利用|加工|食品加工廃棄物|再利用; 環境・サステナビリティ:食品加工廃棄物|再利用|廃棄|食品加工廃棄物|再利用|廃棄; 微生物・遺伝子関連:微生物酵素|菌株|微生物酵素|菌株
1137,日本醸造協会誌/89巻/5号/89_364.pdf,1994,89,5,364,396,平成5年度における醤油・味噌並びにL-グルタミン酸及び核酸の研究業績,編集部,89_364.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_364/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_364/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_364.pdf,33,醤油; 味噌; グルタミン酸; 核酸; 発酵; 微生物; 原料; 製麹; 乳酸菌; 酵素,醤油; 発酵; 酵素; アフラトキシン; avus; 培養; たん白; oryzae; bi; 活性; 添加; 大豆; 製麹; 生産; ph; ao; グルタミン; 分解; 乳酸; ochem,parasi; us; 培地; プロティナーゼ; 製造; 処理; 変異; 酵母; 遺伝; ech; 示し; 濃度; 装置; kd; トキシン; cerevi; ni; 調べ; ae; ot,醤油; 味噌; グルタミン酸; 核酸; 発酵; 微生物; 原料; 製麹; 乳酸菌; 酵素; アフラトキシン; avus; 培養; たん白; oryzae; bi; 活性; 添加; 大豆; 生産; ph; ao; グルタミン; 分解; 乳酸; ochem; parasi; us; 培地; プロティナーゼ; 製造; 処理; 変異; 酵母; 遺伝; ech; 示し; 濃度; 装置; kd; トキシン; cerevi; ni; 調べ; ae; ot,酵母・微生物; 清酒; 醤油; 味噌; 農産物・果実,醸造工程・製造技術; 微生物・遺伝子関連,酵母・微生物:微生物|乳酸菌|oryzae|酵母|微生物|乳酸菌; 清酒:製麹|製麹|製麹; 醤油:醤油|醤油|醤油; 味噌:味噌|味噌; 農産物・果実:大豆|大豆,醸造工程・製造技術:発酵|製麹|発酵|製麹|製造|発酵; 微生物・遺伝子関連:微生物|微生物
1138,日本醸造協会誌/89巻/5号/89_397.pdf,1994,89,5,397,397,お答えします,木崎 康造,89_397.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_397/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_397/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_397.pdf,1,清酒; 酒造好適米; 一般米; 原料米; タンパク質; アミノ酸; 品種; 白米タンパク質; グルテリン; 精米,pb; 蛋白; 白米; グルテリン; 白質; 分解; プワラミン; アミノ; ャホニカ; ヘフチド; メリカ; クルテ; サニシキ; コシヒカリ; 比率; インディ; 可溶; 好適; aponi; 顆粒,ジスルフィド; ンディカ; カリフォルニア; インディカ; ルテリン; 変分; ーストラリア; ca; 少な; 木崎; 言え; アルブミン; グループ; 占め; ndi; 下さ; ロブ; プロテイン; ボディー; リン,清酒; 酒造好適米; 一般米; 原料米; タンパク質; アミノ酸; 品種; 白米タンパク質; グルテリン; 精米; pb; 蛋白; 白米; 白質; 分解; プワラミン; アミノ; ャホニカ; ヘフチド; メリカ; クルテ; サニシキ; コシヒカリ; 比率; インディ; 可溶; 好適; aponi; 顆粒; ジスルフィド; ンディカ; カリフォルニア; インディカ; ルテリン; 変分; ーストラリア; ca; 少な; 木崎; 言え; アルブミン; グループ; 占め; ndi; 下さ; ロブ; プロテイン; ボディー; リン,農産物・果実; 清酒,その他（研究タイプ）,農産物・果実:酒造好適米|一般米|原料米|白米タンパク質|精米|白米; 清酒:清酒|酒造好適米|清酒|酒造好適米,
1139,日本醸造協会誌/89巻/5号/89_401.pdf,1994,89,5,401,407,ワイン酵母W3 (協会ワイン酵母第4号) から分離した単胞子株の性質,山崎 豊彦; 野々村 英夫,89_401.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_401/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/5/89_5_401/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/5号/89_401.pdf,7,ワイン酵母; 単胞子分離; 発酵; 低温発酵; 亜硫酸耐性; 核型; 染色体dna; 四分子分析; ブドウ果汁; chef電気泳動,胞子; clones; spore; 発酵; ホモタリズム; chromosomal; 酵母; spo; kb; 分離; the; lane; representative; ワイン; 硫酸; tolerance; and; ーン; 核型; 染色,fermentation; hr; 菌株; バンド; electrophoretic; strain; of; 耐性; yeast; electrophoresis; respectively; with; 親株; karyotypes; cereui; sporulation; wine; ef; parental; イン,ワイン酵母; 単胞子分離; 発酵; 低温発酵; 亜硫酸耐性; 核型; 染色体dna; 四分子分析; ブドウ果汁; chef電気泳動; 胞子; clones; spore; ホモタリズム; chromosomal; 酵母; spo; kb; 分離; the; lane; representative; ワイン; 硫酸; tolerance; and; ーン; 染色; fermentation; hr; 菌株; バンド; electrophoretic; strain; of; 耐性; yeast; electrophoresis; respectively; with; 親株; karyotypes; cereui; sporulation; wine; ef; parental; イン,ワイン; 酵母・微生物,醸造工程・製造技術; 微生物・遺伝子関連; 成分分析・物性評価,ワイン:ワイン酵母|ブドウ果汁|ブドウ果汁|ワイン|ワイン酵母|ブドウ果汁; 酵母・微生物:ワイン酵母|酵母|菌株|ワイン酵母|酵母|菌株,醸造工程・製造技術:発酵|低温発酵|発酵|発酵|低温発酵; 微生物・遺伝子関連:菌株|菌株; 成分分析・物性評価:四分子分析|四分子分析
