No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物_all,対象物_top3,対象物_根拠,研究タイプ_all,研究タイプ_top3,研究タイプ_根拠
21,日本醸造協会誌/83巻/2号/83_93.pdf,1988,83,2,93,98,RNA酵素,菊池 洋,83_93.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_93/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_93/_pdf/-char/ja,,,RNA; 触媒機能; 酵素タンパク質; リボザイム; セルフスプライシング; イントロン; 分子内反応; 遺伝子; RNaseP; タンパク質合成,RNA; イントロン; スプライシング; テトラヒメナ; タンパク; rRNA; 前駆体; RNaseP; 反応; グループ; 試験管内; ウイルソイド; CECH; 酵素; 切断; 末端; 触媒機能; 触媒; 自己切断; リボソーム,グアノシン; セルフスプライシング; ハンマーヘッド; ヌクレオチド; Cell; エキソン; リン; ウイロイド; ZAUG; 高次構造; 質成分; 触媒活性; 線状; 環状化; 遺伝子; 配列; リボ; 発見; セルフスプライス; リボザイム,,アミノ酸・タンパク質; 酵母・微生物,アミノ酸・タンパク質; 酵母・微生物,"アミノ酸・タンパク質=>酵素, 酵素活性; 酵母・微生物=>酵母",微生物・遺伝子関連; 保存・安定性; 応用利用・食品開発; 統計解析・モデル化,微生物・遺伝子関連; 保存・安定性; 応用利用・食品開発,"微生物・遺伝子関連=>RNA, 遺伝子, DNA; 保存・安定性=>保存; 応用利用・食品開発=>加工, 開発, 利用"
22,日本醸造協会誌/83巻/2号/83_99.pdf,1988,83,2,99,104,ウイスキー中の酢酸イソアミルの起源とその意義,辻 謙次,83_99.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_99/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_99/_pdf/-char/ja,,,ウイスキー; 酢酸イソアミル; 香気成分; 発酵; 初発酵母密度; 高級アルコール; ロイシン; 生成機構; 揮発散逸; 貯蔵熟成,イソアミル; 酢酸; ウイスキー; 揮発散逸; ppm; 麦汁; スコッチ; 初発酵母密度; アミルアルコール; 高級; ロイシン; 発酵; ヘッド; Inst; エステル; 濃度; 生成; 生成量; スペース; ロイシソ,最高値; イシン; アルコール; エールリッヒ; 辻謙次; エタノール; 難溶; 径路; 添加; STEVENS; ピーク; シングルモルト; モルト; ガスクロマトグラフィー; 発酵試験; Brew; ジムロート; 強化麦汁; 割水; イソアミルアルコール,,アルコール飲料; ビール; アミノ酸・タンパク質; 酵母・微生物; 清酒,アルコール飲料; ビール; アミノ酸・タンパク質,"アルコール飲料=>ウイスキー, アルコール, エタノール; ビール=>モルト, ビール; アミノ酸・タンパク質=>ロイシン, 酵素",醸造工程・製造技術; 品質評価・官能評価; 成分分析・物性評価; 環境・サステナビリティ; 歴史・文化・経済; 保存・安定性,醸造工程・製造技術; 品質評価・官能評価; 成分分析・物性評価,"醸造工程・製造技術=>発酵, 酵母添加; 品質評価・官能評価=>香気成分, 官能, 評価; 成分分析・物性評価=>分析, 定量"
23,日本醸造協会誌/83巻/2号/83_105.pdf,1988,83,2,105,111,豆味噌の製造と品質特性,竹内 徳男,83_105.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_105/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_105/_pdf/-char/ja,,,豆味噌; 製造法; 品質特性; 歴史; 地域性; 味噌玉製麹; 酵素分解型; 香気成分; 調理特性; 旨味ペプチド,豆味噌; 味噌; 旨味; 当地域; ペプチド; 発酵型味噌; 味噌玉; 大豆; 図豆味噌; 蒸煮; 熟成; 豆味噌料理; 車輪状; 香気; Baci; 味噌玉麹; 豆味噌中; 調理; 増殖; 料理,ミックス; 高含量; グルタミン; pept; 調和; ナトリウム; 麹菌; 色調; カルボニル; 米味噌; 補強; 愛知県食品工試年報; 豆味噌本来; 豆味噌造; 飛騨未醤; 圧偏崩壊; 表豆味噌; 表旨味; 玉化; 宗法,,味噌; 農産物・果実; 酵母・微生物; 発酵食品; アミノ酸・タンパク質; 醤油; アルコール飲料; 清酒; ビール,味噌; 農産物・果実; 酵母・微生物,"味噌=>豆味噌, 味噌, 米味噌; 農産物・果実=>大豆, 米麹; 酵母・微生物=>麹菌, 酵母, oryzae",品質評価・官能評価; 醸造工程・製造技術; 成分分析・物性評価; 応用利用・食品開発; 歴史・文化・経済; 保存・安定性; 健康機能・栄養効果,品質評価・官能評価; 醸造工程・製造技術; 成分分析・物性評価,"品質評価・官能評価=>旨味, 香気, 評価; 醸造工程・製造技術=>熟成, 発酵, 製造; 成分分析・物性評価=>ペプチド, 酸度"
24,日本醸造協会誌/83巻/2号/83_112.pdf,1988,83,2,112,112,お答えします,広瀬 義成,83_112.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_112/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_112/_pdf/-char/ja,,,文献; 参照; 調査; 掲載; 醗酵工学; 醤油研究; 調味科学; 醸造協会; 特許; 論文,食塩分; カビ; 土炉過; 花岡嘉夫; 芽胞菌; ケイソウ; 全窒素分; 発泡事故; nan; アルコール; 防徽力; 発泡; 油中; 1971; 調味科学; 斉藤; 精密; 減塩; 増殖; 醗工,中村清室橋梅田; アスパラギソ; 添加後再加熱; 開栓時発泡; 火入返引後; 発生事故; 液下発酵; 防徽試験; 充分熟成; 圧搾製成; 吉凪橋本; 月詰; 淵過; 沼上; 植菌; 乳酸菌; 28155; 職場進出; 保健的; 高温瞬間殺菌法,,アルコール飲料; 酵母・微生物; 醤油; アミノ酸・タンパク質,アルコール飲料; 酵母・微生物; 醤油,"アルコール飲料=>アルコール; 酵母・微生物=>カビ, 乳酸菌; 醤油=>諸味, 醤油",その他（研究タイプ）,その他（研究タイプ）,
25,日本醸造協会誌/83巻/2号/83_113.pdf,1988,83,2,113,117,神酒と神社 (1),加藤 百一,83_113.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_113/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_113/_pdf/-char/ja,,,神社; 神事; 酒造り神事; 神祭; 相嘗め神事; 直会; 歴史; 伝承; 酒殿; 神酒,神事; 当宮; 神社; 相嘗; 酒造; 神酒造; 神祭; 酒殿; 中略; 日前; 共飲共食; 石上神宮; 古態; 湧井; 延喜式; 祭神; 国懸神宮; 日前宮; 両宮; 廻廊,石上; 下宮; 楼門; 拝殿; 由緒書; 麦芽; 神酒; 同集; 加藤百一; 神名; 供用; 直会; 江戸中期; 神前; 伊勢神宮以下; 日四夜之神事; 南北両薩宜; 前駆行事; 国懸両宮; 刀次相嘗,,清酒; ビール; 農産物・果実; アルコール飲料,清酒; ビール; 農産物・果実,"清酒=>酒造, 米麹; ビール=>麦芽; 農産物・果実=>米麹, 小麦",歴史・文化・経済; 品質評価・官能評価; 醸造工程・製造技術; 保存・安定性; 応用利用・食品開発,歴史・文化・経済; 品質評価・官能評価; 醸造工程・製造技術,"歴史・文化・経済=>歴史; 品質評価・官能評価=>甘味; 醸造工程・製造技術=>醸造, 発酵"
26,日本醸造協会誌/83巻/2号/83_118.pdf,1988,83,2,118,118,三櫻酒造,宇津 郁男,83_118.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_118/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_118/_pdf/-char/ja,,,三櫻酒造; 島根県; 浜田市; 醸造家; 歴史; 酒造技術; 地酒; 品質確保; 吟醸酒; 精白度,年死去; 三桜酒造; 昭和; nan; ガソリン; 完成; 設立; 酒造家; 郷土国学者藤井宗雄翁県社三宮神社宮司; 中芝酒屋時代初代宇津良左衛門弘化; 中国横断自動車道広島浜田線; 初代浜田市商工会議所会頭等; 年日立製作所資材部副部長; 年県初代県工業試験所長; 時代六代宇津重賢昭和; 大阪税務監督局鑑定部; 島根県浜田市浜田市; 在職中薬学博士授位; 二代宇津宗伝文政; 三代宇津重隆嘉永,四代宇津重義明治; 五代宇津寅市大正; 山田正一博士来浜; 七代宇津重明昭和; 八代宇津慶三昭和; 九代宇津郁男現職; 浜田市三櫻酒造; 世紀以降北前船; 現在日本海唯一; 特定第三種漁港; 日中韓国交回復; 交易上今後期待; 卸食品市場会社; 細谷村庄屋録高; 後県酒造組合連; 同社退職後就任; 体質改善等地酒; マリノベーシ; 浜田酒造組合; 宇津本店時代,,味噌; 清酒,味噌; 清酒,味噌=>味噌; 清酒=>清酒,歴史・文化・経済,歴史・文化・経済,歴史・文化・経済=>歴史
27,日本醸造協会誌/83巻/2号/83_119.pdf,1988,83,2,119,119,高温メタン菌との出合い,大井 進,83_119.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_119/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_119/_pdf/-char/ja,,,メタン菌; 高温メタン発酵; バイオマス; スラッジ; 糸状菌; JICAプロジェクト; 精糖工場排水; 牛の遊び場の泥; 微生物分布; 研究,メタン; メタンスラッジ; タイ; 申請書; 出掛; 高温; 大学; サバティカル; 精糖工場; ヤスノブ; nan; 分校; MAO; バケツ; メモ; 採集; リーダー; 発酵; 教授; 大井進大阪市立大学理学部昭和,大阪市立大学名誉教授山本先生; 筑波大学名誉教授上田清基先生; 京都大学名誉教授川口先生; ピンポンメカニズム; 各種野生糸状菌; 各種酸生成菌; カンペンセン; 週間見学旅行; ロスバニオス; マヤファーム; ウエスレー; 季節的変動; バタンガス; タルラック; 高温糸状菌; 研究申請; 各申請書; 卒業実験; 馴養中温; ソンクラ,,副産物・バイオマス; 酵母・微生物,副産物・バイオマス; 酵母・微生物,副産物・バイオマス=>バイオマス; 酵母・微生物=>微生物,醸造工程・製造技術; 微生物・遺伝子関連,醸造工程・製造技術; 微生物・遺伝子関連,醸造工程・製造技術=>発酵; 微生物・遺伝子関連=>微生物
28,日本醸造協会誌/83巻/2号/83_120.pdf,1988,83,2,120,121,デンプン発酵性酵母の育種,五味 勝也,83_120.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_120/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_120/_pdf/-char/ja,,,デンプン発酵; 酵母; 遺伝子組換え; 酒造り; アルコール生産; グルコアミラーゼ; 麹; 麦芽; 黒麹菌; 実用化,ジアスタティカス; デンプン; グルコアミラーゼ; 醸造用酵母; 酵母; 遺伝子; ブドウ; プラスミドベクター; 遺伝子組換; プラスミド; アルコール; 渋柿; nan; 直接発酵; サッカロミセス; 染色体; 麦芽; 遺伝子操作; 方法; 実用,黒麹菌; ウィスキー; バイオ; 醸造用酵母自身; 導入醸造用酵母; 酵母今回; 省資源化; 甘柿; 酒造; 本欄; 安定; セレビシエ; 性質; デンプソ; 一遺伝子; オイルショック; 直接; 効率; 蒸溜; 工夫,,アルコール飲料; ワイン; 酵母・微生物; アミノ酸・タンパク質; ビール; 清酒; 焼酎,アルコール飲料; ワイン; 酵母・微生物,"アルコール飲料=>アルコール; ワイン=>ブドウ, ワイン; 酵母・微生物=>酵母, カビ, 微生物",微生物・遺伝子関連; 応用利用・食品開発; 醸造工程・製造技術,微生物・遺伝子関連; 応用利用・食品開発; 醸造工程・製造技術,"微生物・遺伝子関連=>遺伝子, プラスミド, DNA; 応用利用・食品開発=>利用, 飲料, 応用; 醸造工程・製造技術=>発酵, 工程, 醸造"
29,日本醸造協会誌/83巻/2号/83_122.pdf,1988,83,2,122,123,昭和9年と61年の比較,武藤 浩,83_122.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_122/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_122/_pdf/-char/ja,,,杜氏; 後継者; 減少; 出稼ぎ; 酒造り; 杜氏組合; 経営者; 冬期労働; 趨勢; 原因,杜氏数; nan; 後継老; 日杜連; 杜氏; 杜氏組合; 昭和; 万人; 杜氏出身県; 比較杜氏; 加入老数; 出身県毎; 冬期出稼; 反省検討; 内杜氏; 地杜氏; 出稼先; 経営者側; 老令化; 推移昭和,差以上; 杜氏組合員; 日本酒造杜氏組合連合会; 平均年令; 武藤浩; 調査資料; 名古屋国税局; 醸界; 製造場数; 切実; 夫々; 出稼; 才以上; 趨勢; 986; 総数; 文責; 後継者; 養成; 略称,,清酒,清酒,清酒=>酒造,その他（研究タイプ）,その他（研究タイプ）,
30,日本醸造協会誌/83巻/2号/83_127.pdf,1988,83,2,127,130,無塩及び含塩環境下で培養した耐塩性酵母の形態,東 和男; 山本 泰; 好井 久雄,83_127.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_127/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_127/_pdf/-char/ja,,,耐塩性酵母; 食塩環境; 細胞壁; 形態; 電子顕微鏡; 培養; キチン; 表面構造; Zygosaccharomyces; Candida,sodium; Zygosacch; 含塩下培養; chloride; Sacch; micrographs; 耐塩性酵母; Fixed; medium; Cultivated; KMnO4; 含塩下; the; 対照酵母; cultivated; 無塩培養; without; 無塩; 卵形; rouxii,キチン; 出芽痕; media; replesents; TEM; 細胞壁; with; chlorideb; 小形化; microscope; 無塩及; versat; rouxi; 培養; line; length; 含塩環境下; 大形化; 光学顕微鏡; electron,,アルコール飲料; 酵母・微生物; アミノ酸・タンパク質,アルコール飲料; 酵母・微生物; アミノ酸・タンパク質,"アルコール飲料=>エタノール; 酵母・微生物=>細胞, 菌株, 酵母; アミノ酸・タンパク質=>蛋白質",環境・サステナビリティ; 醸造工程・製造技術; 微生物・遺伝子関連,環境・サステナビリティ; 醸造工程・製造技術; 微生物・遺伝子関連,環境・サステナビリティ=>環境; 醸造工程・製造技術=>発酵; 微生物・遺伝子関連=>菌株
31,日本醸造協会誌/83巻/2号/83_131.pdf,1988,83,2,131,135,貯蔵乾燥麹による清酒小仕込試験,尾関 健二; 山本 忠行; 浜地 正昭; 本馬 健光,83_131.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_131/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_131/_pdf/-char/ja,,,乾燥麹; 貯蔵; 清酒小仕込試験; 品質; 酒質; 発酵; 醪; 官能評価; 水分含量; 貯蔵温度,乾燥麹; 区分; 水分含量; 貯蔵温度; 回目; 仕込; 重量減量; 貯蔵; 貯蔵乾麹; 対照麹区分; 製成酒; 貯蔵前; dried; 本馬; 乾燥前; 浜地; 清酒小仕込試験第; 火入貯蔵後; stored; 尾関,months; 色度; 貯蔵期間; 対照麹; 点法; 上段; 貯蔵後; 酒質; 前報; rice; パネル; the; koji; 一般成分及; sake; 山本; 区分含; 貯蔵面; 貯蔵条件; 表官能評価,,アルコール飲料; アミノ酸・タンパク質; 清酒,アルコール飲料; アミノ酸・タンパク質; 清酒,"アルコール飲料=>アルコール; アミノ酸・タンパク質=>酵素活性, enzyme, アミラーゼ; 清酒=>清酒, 酒造",保存・安定性; 成分分析・物性評価; 醸造工程・製造技術; 環境・サステナビリティ; 品質評価・官能評価,保存・安定性; 成分分析・物性評価; 醸造工程・製造技術,"保存・安定性=>貯蔵, 保存; 成分分析・物性評価=>色度, 溶解度, 酸度; 醸造工程・製造技術=>発酵, 製造"
32,日本醸造協会誌/83巻/2号/83_136.pdf,1988,83,2,136,141,原料処理および醸造工程中の尿素の消長,吉沢 淑; 高橋 康次郎; 佐藤 和夫,83_136.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_136/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_136/_pdf/-char/ja,,,清酒; 尿素; 白米; 醸造工程; 原料処理; 精米歩合; 醪温度; 分析; α化米; パフ白米,尿素; 尿素量; 白米; パフ; urea; 化米; 白米中; rice; 処理米; Urea; 溶出; 醸造工程中; 粗蛋白; shed; Pol; 消長; Puf; 吉沢; 溶出率; 原料処理,and; 酸度; 水量; アミノ; CO2; 佐藤; 高橋; Changes; steeping; 120; オートクレープ; 醪温度; 添加; 110; sake; 変性; moromi; 蒸留水; 無機塩; contents,,アルコール飲料; 副産物・バイオマス; 酵母・微生物; アミノ酸・タンパク質,アルコール飲料; 副産物・バイオマス; 酵母・微生物,アルコール飲料=>アルコール; 副産物・バイオマス=>酒粕; 酵母・微生物=>酵母,環境・サステナビリティ; 成分分析・物性評価; 醸造工程・製造技術,環境・サステナビリティ; 成分分析・物性評価; 醸造工程・製造技術,"環境・サステナビリティ=>CO2; 成分分析・物性評価=>酸度, 測定, ペプチド; 醸造工程・製造技術=>蒸米"
33,日本醸造協会誌/83巻/2号/83_142.pdf,1988,83,2,142,144,ウレアーゼによる清酒中の尿素の分解除去,吉沢 淑; 高橋 康次郎,83_142.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_142/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/2/83_2_142/_pdf/-char/ja,,,尿素; 分解; 酵素量; 温度; 時間; 文献; 吉沢淑; 高橋康次郎; 佐藤和夫; 醸協,尿素; ウレアーゼ; 分解率; urease; urea; decomposition; 分解量; 尿素量; concn; 貯蔵温度; Urea; 酵素量; 清酒中; storagetime; 至適; Effect; 分解除去; concentration; ppmFig; 各酵素量,ウレアービ; 各温度; PPm; ppm; and; nan; 作用; 失活; 原料白米; 温度; pH4; 製剤; 添加量; 熱安定性; 清酒; 分解; 吉沢; sake; ureasereaction; TAKAHASIII,,清酒; アルコール飲料; 酵母・微生物; アミノ酸・タンパク質,清酒; アルコール飲料; 酵母・微生物,"清酒=>清酒; アルコール飲料=>アルコール; 酵母・微生物=>酵母, 微生物",応用利用・食品開発; 醸造工程・製造技術; 成分分析・物性評価; 微生物・遺伝子関連,応用利用・食品開発; 醸造工程・製造技術; 成分分析・物性評価,応用利用・食品開発=>利用; 醸造工程・製造技術=>発酵; 成分分析・物性評価=>測定
